level_0	hhid14	pid14	panel	tk01	tk02	tk03	tk04	tk01a	tk01b	tk01c	tk01d	tk25a9x	age	marstat	sex	link	hhsize	nonfood	food	total	kabid	nmkab2014	pce	sc05	sc21x	ar02b_14	hhid07	pid07	dl06	dl05a	dl07a	dl30	dl42	index	dl2type	dl16j	dl10	dl16c2	dl16e	dl11d	dl11e	dl11f	sw00	sw01	sw03b	kk01	kk02a	kk02c	nonfood07	food07	total07	pce07	change
5283	2871900	5	3:New	3:Attend	3:No	3:No	1:Yes	3:No	1:Yes	3:No	3:No		17.0	1:Not ye	1:Male	287190005	7	63724.418	159767.11	223491.52	5204	SUMBAWA	220995.17	2:Rural	96:SAME	3:Childr	2871900	5	4:Junior	7.0	1:Yes	1:Yes	1:Yes	18576	2	40	3			6:Still			2:Very s	6:Riches	1:Less a	1:Very h	0.0	1:Much b	56477.659	109975.63	166453.29	146432.09	57038.236
5284	2872000	6	3:New	1:Workin				1:Yes	3:No	1:Yes	3:No		21.0	1:Not ye	3:Female	287200006	8	436955.6	251196.34	688151.94	5204	SUMBAWA	674625.98	2:Rural	96:SAME	3:Childr	2872000	6	3:Junior	7.0	3:No	3:No		18580	2	30	3	4.0	24.05			2009.0	2:Very s	3.0	2:Adequa	2:Somewh	0.0	1:Much b	67677.315	159202.83	226880.15	218098.2	461271.79
5285	2872000	7	3:New	3:Attend	3:No	3:No	1:Yes	3:No	1:Yes	3:No	3:No		17.0	1:Not ye	3:Female	287200007	8	436955.6	251196.34	688151.94	5204	SUMBAWA	674625.98	2:Rural	96:SAME	3:Childr	2872000	7	5:Senior	7.0	1:Yes	1:Yes	3:No	18583	3	30	5			6:Still			2:Very s	2.0	2:Adequa	1:Very h	1.0	2:Somewh	67677.315	159202.83	226880.15	218098.2	461271.79
5286	2872100	7	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		18.0	1:Not ye	3:Female	287211103	3	443158.5	334345.96	777504.46	5204	SUMBAWA	777504.44	2:Rural	96:SAME	10:Grand	2872100	7	5:Senior	7.0	1:Yes	1:Yes	3:No	18587	3	15	5			6:Still			2:Very s	1:Poores	2:Adequa	2:Somewh	2.0	2:Somewh	73117.819	294050.43	367168.25	347617	410336.21
5287	2872300	9	3:New	1:Workin				1:Yes	3:No	1:Yes	3:No		18.0	1:Not ye	3:Female	287230009	4	106510.61	96109.901	202620.51	5204	SUMBAWA	202620.5	2:Rural	96:SAME	3:Childr	2872300	9	3:Junior	7.0	3:No	3:No		18590	2	30	3	4.0	32.4			2012.0	2:Very s	1:Poores	2:Adequa	2:Somewh	0.0	1:Much b	48332.882	231681.99	280014.88	272683.17	-77394.368
5288	2872500	7	3:New	1:Workin				1:Yes	3:No	3:No	3:No		17.0	1:Not ye	1:Male	287250007	5	305884.88	178939.16	484824.04	5204	SUMBAWA	484824.08	2:Rural	96:SAME	10:Grand	2872500	7	3:Junior	7.0	3:No	1:Yes	1:Yes	18597	2	30	3	98:Don't				2014.0	2:Very s	2.0	1:Less a	2:Somewh	0.0	3:About	60593.756	158951.46	219545.21	213679.85	265278.83
5289	2872700	5	3:New	1:Workin				1:Yes	1:Yes	3:No	3:No		21.0	1:Not ye	1:Male	287270005	6	279032.36	119700.51	398732.87	5204	SUMBAWA	398732.86	2:Rural	96:SAME	3:Childr	2872700	5	5:Senior	7.0	1:Yes	1:Yes	1:Yes	18608	3	15	5			6:Still			3:Somewh	3.0	2:Adequa	2:Somewh	0.0	2:Somewh	74800.351	246492.05	321292.4	279947.21	77440.467
5290	2872700	7	3:New	3:Attend	1:Yes			1:Yes	1:Yes	1:Yes	3:No		19.0	1:Not ye	3:Female	287270007	6	279032.36	119700.51	398732.87	5204	SUMBAWA	398732.86	2:Rural	96:SAME	3:Childr	2872700	7	5:Senior	7.0	1:Yes	1:Yes	1:Yes	18611	3	15	5			6:Still			3:Somewh	2.0	1:Less a	3:Somewh	2.0	2:Somewh	74800.351	246492.05	321292.4	279947.21	77440.467
5291	2872800	5	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	3:Female	287280005	3	3638891.2	511421.18	4150312.4	5204	SUMBAWA	1691668.7	2:Rural	96:SAME	3:Childr	2872800	5	5:Senior	6.0	1:Yes	1:Yes	3:No	18615	3	20	5			6:Still			3:Somewh	3.0	3:More t	1:Very h	2.0	1:Much b	253225.96	165403.36	418629.31	399228.48	3731683.1
5292	2874100	7	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	1:Male	287410007	5	184907.39	202355.03	387262.42	5204	SUMBAWA	379197.26	2:Rural	96:SAME	10:Grand	2874100	7	5:Senior	7.0	1:Yes	1:Yes	3:No	18633	3	30	5			6:Still			1:Comple	3.0	2:Adequa	1:Very h	0.0	2:Somewh	107291.1	211739.76	319030.87	301434.76	68231.549
5293	2874241	5	3:New	1:Workin				1:Yes	3:No	3:No	3:No		16.0	1:Not ye	1:Male	287424105	3	3371754.9	638111.51	4009866.4	5204	SUMBAWA	949583.74	2:Rural	96:SAME	3:Childr	2874241	5	3:Junior	7.0	3:No	1:Yes	1:Yes	18637	2	4	3	4.0	24.5			2014.0	2:Very s	3.0	3:More t	2:Somewh	0.0	1:Much b	316761.42	345822.04	662583.46	639121.97	3347283
5294	2841752	2	3:New										22.0	1:Not ye	1:Male		3	1170555.7	533184.19	1703739.9	6310	TANAH BUMBU	1037979.4	2:Rural	14:Move	3:Childr	2841700	7																					85755.006	87699.111	173454.12	173454.13	1530285.8
5295	2841752	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	1:Yes		19.0	1:Not ye	1:Male	284170008	3	1170555.7	533184.19	1703739.9	6310	TANAH BUMBU	1037979.4	2:Rural	14:Move	3:Childr	2841700	8	74:Islam	7.0	3:No	1:Yes	3:No	18353	3	15	74	6.0				2015.0	3:Somewh	3.0	1:Less a	2:Somewh	7.0	3:About	85755.006	87699.111	173454.12	173454.13	1530285.8
5296	2950211	3	3:New	1:Workin				1:Yes	3:No	3:No	3:No		21.0	1:Not ye	1:Male	295020006	8	245961.12	290827.74	536788.86	6310	TANAH BUMBU	451834.33	2:Rural	96:SAME	3:Childr	2950211	3	3:Junior	7.0	3:No	3:No		19630	2	15	3			3:No	D	2007.0	2:Very s	3.0	2:Adequa	2:Somewh	3.0	1:Much b	51814.614	117110.48	168925.09	163097.91	367863.77
5297	2950211	4	3:New	1:Workin				1:Yes	3:No	1:Yes	3:No		17.0	1:Not ye	1:Male	295021104	8	245961.12	290827.74	536788.86	6310	TANAH BUMBU	451834.33	2:Rural	96:SAME	3:Childr	2950211	4	2:Elemen	8.0	3:No	3:No		19631	1	30	2	3.0	14.75			2012.0	2:Very s	3.0	3:More t	1:Very h	2.0	2:Somewh	51814.614	117110.48	168925.09	163097.91	367863.77
5298	2951451	2	3:New	1:Workin				1:Yes	3:No	1:Yes	3:No		17.0	1:Not ye	3:Female	295140009	5	235281.62	121116.87	356398.49	6310	TANAH BUMBU	356398.48	1:Urban	99:Missi	3:Childr	2951400	9	2:Elemen	7.0	3:No	3:No		19655	1	10	2			3:No	K	2008.0	3:Somewh	3.0	1:Less a	2:Somewh	0.0	3:About	95009.768	227017.1	322026.87	322026.9	34371.626
5299	2872600	6	3:New	4:Housek	3:No	3:No	3:No	3:No	3:No	1:Yes	3:No		17.0	1:Not ye	3:Female	287260006	3	174892.02	211469.54	386361.55	5207	SUMBAWA BARAT	386361.56	2:Rural	13:Move	3:Childr	2872600	6	3:Junior	7.0	3:No	3:No		18599	2	25	3	4.0	21.4			2013.0	3:Somewh	3.0	2:Adequa	2:Somewh	1.0	2:Somewh	181976.78	237547.37	419524.15	413658.8	-33162.601
5300	2872900	5	1:Panel	4:Housek	1:Yes			1:Yes	3:No	1:Yes	1:Yes		23.0	1:Not ye	3:Female	287290005	5	426275.17	491756.27	918031.44	5207	SUMBAWA BARAT	918031.43	1:Urban	14:Move	3:Childr	2872900	5	60:Colle	7.0	3:No	1:Yes	3:No	18625	4	10	60					2014.0	3:Somewh	4.0	2:Adequa	2:Somewh	7.0	2:Somewh	286571.64	435520.56	722092.2	689699.39	195939.24
5301	2880100	6	3:New	1:Workin				1:Yes	1:Yes	3:No	3:No		19.0	1:Not ye	1:Male	288010006	9	316781.81	403661.58	720443.4	5205	DOMPU		2:Rural	96:SAME	3:Childr	2880100	6	5:Senior	7.0	3:No	1:Yes	1:Yes	18640	3	10	5	5.0				2014.0	2:Very s	4.0	8:Don't	2:Somewh	0.0	1:Much b	173065.93	385159.13	558225.06	527394.3	162218.34
5302	2880100	8	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		15.0	1:Not ye	3:Female	288010008	9	316781.81	403661.58	720443.4	5205	DOMPU		2:Rural	96:SAME	3:Childr	2880100	8	3:Junior	6.0	1:Yes	1:Yes	1:Yes	18642	2	3	3			6:Still			2:Very s	2.0	2:Adequa	1:Very h	0.0	3:About	173065.93	385159.13	558225.06	527394.3	162218.34
5303	2880300	4	1:Panel	1:Workin				1:Yes	3:No	1:Yes	3:No		24.0	2:Marrie	3:Female	288030004	6	224592.49	433950.77	658543.26	5205	DOMPU	599286.69	2:Rural	96:SAME	3:Childr	2880300	4	2:Elemen	7.0	3:No												3:Somewh	2.0	3:More t	3:Somewh	3.0	2:Somewh	67677.315	226235.59	293912.91	252017.42	364630.35
5304	2880300	7	3:New	3:Attend	1:Yes			1:Yes	1:Yes	3:No	3:No		15.0	1:Not ye	3:Female	288030007	6	224592.49	433950.77	658543.26	5205	DOMPU	599286.69	2:Rural	96:SAME	3:Childr	2880300	7	5:Senior	6.0	1:Yes	1:Yes	1:Yes	18649	3	30	5			6:Still			3:Somewh	4.0	3:More t	2:Somewh	5.0	1:Much b	67677.315	226235.59	293912.91	252017.42	364630.35
5305	2880400	6	3:New	3:Attend	1:Yes			3:No	1:Yes	1:Yes	3:No		15.0	1:Not ye	1:Male	288040006	4	1152478.7	982942.18	2135420.9	5205	DOMPU	1644789.9	2:Rural	96:SAME	3:Childr	2880400	6	5:Senior	6.0	1:Yes	1:Yes	1:Yes	18663	3	5	5			6:Still			2:Very s	4.0	3:More t	1:Very h	0.0	1:Much b	358599.54	134316.91	492916.44	335679.48	1642504.4
5306	2880500	5	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	1:Male	288050005	5	471193.91	589940.05	1061134	5205	DOMPU	778315.49	2:Rural	96:SAME	3:Childr	2880500	5	5:Senior	6.0	1:Yes	1:Yes	1:Yes	18675	3	5	5			6:Still			2:Very s	4.0	1:Less a	1:Very h	0.0	2:Somewh	142607.38	327874.02	470481.4	465067.21	590652.56
5307	2880600	6	3:New	3:Attend	1:Yes			1:Yes	1:Yes	3:No	3:No		15.0	1:Not ye	3:Female	288060006	6	625733.71	768879.2	1394612.9	5205	DOMPU	1282596.7	2:Rural	96:SAME	3:Childr	2880600	6	5:Senior	6.0	1:Yes	1:Yes	3:No	18678	3	30	5			6:Still			4:Not ve	2.0	8:Don't	2:Somewh	3.0	2:Somewh	64702.333	190624.45	255326.78	234854.39	1139286.1
5308	2880600	7	3:New	3:Attend	1:Yes			1:Yes	1:Yes	1:Yes	3:No		16.0	1:Not ye	3:Female	288060007	6	625733.71	768879.2	1394612.9	5205	DOMPU	1282596.7	2:Rural	96:SAME	4:Childr	2880600	7	5:Senior	6.0	1:Yes	1:Yes	1:Yes	18681	3	30	5			6:Still			2:Very s	1:Poores	1:Less a	1:Very h	7.0	1:Much b	64702.333	190624.45	255326.78	234854.39	1139286.1
5309	2880800	4	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No		22.0	2:Marrie	1:Male	288080004	5	156464.23	418689.68	575153.92	5205	DOMPU	559023.61	2:Rural	96:SAME	3:Childr	2880800	4	5:Senior	6.0	3:No	3:No		18698	3	2	5	3.0				2010.0	4:Not ve	3.0	1:Less a	3:Somewh	28.0	2:Somewh	18808.654	143212.73	162021.38	162021.36	413132.54
5310	2880800	5	3:New	3:Attend	1:Yes			1:Yes	1:Yes	1:Yes	3:No		17.0	1:Not ye	1:Male	288080005	5	156464.23	418689.68	575153.92	5205	DOMPU	559023.61	2:Rural	96:SAME	3:Childr	2880800	5	5:Senior	6.0	1:Yes	1:Yes	1:Yes	18701	3	2	5			6:Still			4:Not ve	3.0	1:Less a	2:Somewh	0.0	1:Much b	18808.654	143212.73	162021.38	162021.36	413132.54
5311	2880800	7	3:New	1:Workin				1:Yes	3:No	1:Yes	3:No		23.0	2:Marrie	3:Female	288080007	5	156464.23	418689.68	575153.92	5205	DOMPU	559023.61	2:Rural	96:SAME	5:Sons/d	2880800		2:Elemen	7.0	3:No	3:No		18702	1	10	2	98:Don't				2004.0	3:Somewh	1:Poores	1:Less a	1:Very h	0.0	3:About	18808.654	143212.73	162021.38	162021.36	413132.54
5312	2881100	5	3:New	1:Workin				1:Yes	3:No	3:No	3:No		21.0	1:Not ye	1:Male	288110005	7	308732.66	417141.93	725874.59	5205	DOMPU	725874.57	2:Rural	96:SAME	3:Childr	2881100	5	5:Senior	6.0	3:No	3:No		18708	3	15	5	98:Don't				2012.0	2:Very s	3.0	2:Adequa	1:Very h	0.0	1:Much b	40441.707	199422.48	239864.18	233998.84	486010.41
5313	2881100	6	3:New	4:Housek	3:No	3:No	3:No	3:No	3:No	1:Yes	3:No		17.0	2:Marrie	3:Female	288110006	7	308732.66	417141.93	725874.59	5205	DOMPU	725874.57	2:Rural	96:SAME	3:Childr	2881100	6	5:Senior	7.0	3:No	1:Yes	1:Yes	18711	3	5	5			3:No	M	2014.0	4:Not ve	3.0	1:Less a	3:Somewh	7.0	3:About	40441.707	199422.48	239864.18	233998.84	486010.41
5314	2881100	8	3:New	1:Workin				1:Yes	3:No	1:Yes	1:Yes		18.0	2:Marrie	1:Male	288110008	7	308732.66	417141.93	725874.59	5205	DOMPU	725874.57	2:Rural	96:SAME	5:Sons/d	2881100		5:Senior	6.0	3:No	1:Yes	1:Yes	18714	3	30	5			3:No	M	2014.0	3:Somewh	3.0	1:Less a	2:Somewh	1.0	3:About	40441.707	199422.48	239864.18	233998.84	486010.41
5315	2881200	6	3:New	3:Attend	3:No	3:No	1:Yes	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	1:Male	288120006	7	267869.14	256625.92	524495.07	5205	DOMPU	524495.07	2:Rural	96:SAME	3:Childr	2881200	6	3:Junior	7.0	1:Yes	1:Yes	1:Yes	18716	2	8	3			6:Still			2:Very s	5.0	1:Less a	2:Somewh	0.0	3:About	59933.901	132948.33	192882.23	192882.23	331612.83
5316	2881331	5	3:New	3:Attend	1:Yes			3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	288133105	5	321746.38	482995.94	804742.32	5205	DOMPU	804742.32	2:Rural	12:Move	3:Childr	2881331		3:Junior	6.0	1:Yes	1:Yes	1:Yes	18718	2	10	3			6:Still			3:Somewh	3.0	3:More t	2:Somewh	2.0	2:Somewh	79596.041	486825.54	566421.58	515964.36	238320.74
5317	2881400	8	3:New	1:Workin				1:Yes	3:No	3:No	3:No		21.0	2:Marrie	3:Female	288140008	5	249368.23	236255.61	485623.84	5205	DOMPU	442340.76	2:Rural	96:SAME	5:Sons/d	2881400		5:Senior	7.0	3:No	3:No		18721	3	60	5	3.0				2012.0	2:Very s	3.0	2:Adequa	1:Very h	0.0	2:Somewh	32616.707	182803.96	215420.66	212487.97	270203.18
5318	2881500	5	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	288150005	6	699496.38	519575.96	1219072.3	5205	DOMPU	997056.21	2:Rural	96:SAME	3:Childr	2881500	5	3:Junior	6.0	1:Yes	1:Yes	1:Yes	18729	2	2	3			6:Still			2:Very s	4.0	2:Adequa	1:Very h	0.0	1:Much b	147198.16	235787.76	382985.92	296990.62	836086.41
5319	2881500	7	3:New	1:Workin				1:Yes	3:No	1:Yes	3:No		24.0	2:Marrie	3:Female	288150007	6	699496.38	519575.96	1219072.3	5205	DOMPU	997056.21	2:Rural	96:SAME	5:Sons/d	2881500		61:Unive	7.0	1:Yes	1:Yes	3:No	18733	4	30	61			3:No	M	2014.0	2:Very s	2.0	3:More t	2:Somewh	0.0	2:Somewh	147198.16	235787.76	382985.92	296990.62	836086.41
5320	2881600	5	1:Panel	1:Workin				1:Yes	3:No	1:Yes	3:No	2:Less t	24.0	1:Not ye	1:Male	288160005	5	132322.5	236954.6	369277.1	5205	DOMPU	369277.08	2:Rural	96:SAME	9:Brothe	2881600	5	61:Unive	7.0	3:No	3:No		18735	4	15	61					2013.0	2:Very s	3.0	2:Adequa	1:Very h	0.0	1:Much b	118134.52	263941.53	382076.04	362524.83	-12798.948
5321	2881700	7	3:New	4:Housek	3:No	3:No	1:Yes	3:No	3:No	1:Yes	3:No		20.0	2:Marrie	3:Female	288170007	5	542086.74	640266.7	1182353.4	5205	DOMPU	1123047.6	2:Rural	96:SAME	5:Sons/d	2881700		60:Colle	5.0	3:No	1:Yes	1:Yes	18746	4	30	60			3:No	M	2014.0	3:Somewh	3.0	2:Adequa	2:Somewh	2.0	2:Somewh	464632.97	312330.83	776963.8	502983.43	405389.65
5322	2881800	9	3:New	1:Workin				1:Yes	3:No	3:No	3:No		19.0	1:Not ye	1:Male	288180009	6	204149.53	344539.43	548688.97	5205	DOMPU	517772.5	2:Rural	96:SAME	3:Childr	2881800	9	5:Senior	6.0	3:No	3:No		18749	3	15	5	6.0	36.25			2013.0	4:Not ve	3.0	1:Less a	1:Very h	0.0	2:Somewh	112392.68	189786.53	302179.21	283809.66	246509.75
5323	2881800	10	3:New	1:Workin				1:Yes	3:No	1:Yes	3:No		17.0	1:Not ye	3:Female	288180010	6	204149.53	344539.43	548688.97	5205	DOMPU	517772.5	2:Rural	96:SAME	3:Childr	2881800	10	3:Junior	6.0	3:No	3:No		18751	2	3	3			3:No	K	2012.0	2:Very s	3.0	3:More t	1:Very h	0.0	1:Much b	112392.68	189786.53	302179.21	283809.66	246509.75
5324	2882042	4	3:New	1:Workin				1:Yes	3:No	3:No	3:No		19.0	1:Not ye	1:Male	288200005	6	231212.64	396089.3	627301.93	5205	DOMPU	627301.95	2:Rural	96:SAME	13:Nephe	2882042	4	61:Unive	6.0	1:Yes	1:Yes	3:No	18762	4	10	61			6:Still			1:Comple	3.0	3:More t	2:Somewh	0.0	1:Much b	86119.383	359546.98	445666.37	421556.32	181635.57
5325	2882100	9	3:New	3:Attend	1:Yes			1:Yes	1:Yes	3:No	3:No		17.0	1:Not ye	1:Male	288210009	5	353657.55	379197.25	732854.8	5205	DOMPU	732854.77	2:Rural	96:SAME	3:Childr	2882100	9	5:Senior	7.0	1:Yes	1:Yes	1:Yes	18767	3	5	5			6:Still			2:Very s	4.0	3:More t	1:Very h	0.0	2:Somewh	121119.83	195903.27	317023.11	317023.11	415831.69
5326	2882200	3	3:New	1:Workin				1:Yes	3:No	3:No	3:No		21.0	1:Not ye	1:Male	288220003	4	526342.85	663595.2	1189938.1	5205	DOMPU	1058039	2:Rural	96:SAME	3:Childr	2882200	3	5:Senior	6.0	3:No	3:No		18770	3	2	5	6.0	38.7			2011.0	2:Very s	1:Poores	3:More t	3:Somewh	3.0	4:Somewh	123202.04	140182.27	263384.31	257518.95	926553.74
5327	2882341	4	3:New	3:Attend	1:Yes			1:Yes	1:Yes	3:No	3:No		18.0	1:Not ye	1:Male	288234104	5	330913.78	316987.93	647901.71	5205	DOMPU	633922.09	2:Rural	96:SAME	3:Childr	2882341	4	5:Senior	7.0	1:Yes	1:Yes	1:Yes	18777	3	2	5			6:Still			2:Very s	3.0	3:More t	1:Very h	0.0	1:Much b	72880.008	151033.21	223913.22	219514.2	423988.5
5328	2882400	7	3:New	1:Workin				1:Yes	3:No	1:Yes	3:No		19.0	1:Not ye	3:Female	288240007	2	265713.63	784606.27	1050319.9	5205	DOMPU	1050319.9	2:Rural	96:SAME	3:Childr	2882442	4	5:Senior	6.0	3:No	1:Yes	1:Yes	18780	3	5	5	6.0				2014.0	2:Very s	3.0	3:More t	2:Somewh	0.0	2:Somewh	130278.83	207487.37	337766.21	330434.49	712553.69
5329	2882431	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	288243103	6	620065.68	681506.59	1301572.3	5205	DOMPU	1301572.2	2:Rural	96:SAME	3:Childr	2882431	3	5:Senior	6.0	1:Yes	1:Yes	1:Yes	18789	3	2	5			6:Still			2:Very s	4.0	2:Adequa	2:Somewh	9.0	1:Much b	73655.478	350748.95	424404.43	405003.64	877167.84
5330	2882741	4	3:New	3:Attend	1:Yes			1:Yes	1:Yes	3:No	3:No		15.0	1:Not ye	3:Female	288270007	5	195956.66	476006.13	671962.79	5205	DOMPU	657983.15	2:Rural	13:Move	8:Siblin	2882700	7	3:Junior	7.0	1:Yes	1:Yes	1:Yes	18808	2	3	3			6:Still			2:Very s	1:Poores	1:Less a	2:Somewh	0.0	1:Much b	227734.16	161884.14	389618.29	329949.45	282344.5
5331	2882800	8	3:New	1:Workin				1:Yes	3:No	3:No	3:No		21.0	1:Not ye	1:Male	288280008	3	451671.73	363470.17	815141.9	5205	DOMPU	770335.36	2:Rural	96:SAME	8:Siblin	2882800	8	5:Senior	6.0	3:No	3:No		18813	3	5	5	6.0	37.1			2012.0	2:Very s	2.0	3:More t	2:Somewh	2.0	1:Much b	56961.739	85047.829	142009.57	142009.57	673132.33
5332	2882800	9	3:New	3:Attend	3:No	1:Yes		3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	288280009	3	451671.73	363470.17	815141.9	5205	DOMPU	770335.36	2:Rural	96:SAME	8:Siblin	2882800	9	5:Senior	7.0	1:Yes	1:Yes	1:Yes	18816	3	15	5			6:Still			1:Comple	3.0	3:More t	2:Somewh	0.0	1:Much b	56961.739	85047.829	142009.57	142009.57	673132.33
5333	2882831	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		15.0	1:Not ye	3:Female	288283103	5	125104.18	251283.71	376387.88	5205	DOMPU	373699.49	2:Rural	96:SAME	3:Childr	2882831	3	5:Senior	5.0	1:Yes	1:Yes	1:Yes	18824	3	15	5			6:Still			2:Very s	6:Riches	2:Adequa	1:Very h	0.0	1:Much b	99401.055	196489.81	295890.87	288136.17	80497.018
5334	2882900	7	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		15.0	1:Not ye	1:Male	288290007	3	1616252.7	438610.65	2054863.3	5205	DOMPU	1850769.8	2:Rural	96:SAME	3:Childr	2882900	7	3:Junior	7.0	1:Yes	1:Yes	1:Yes	18826	2	5	3			6:Still			2:Very s	1:Poores	1:Less a	2:Somewh	0.0	2:Somewh	89183.663	158853.69	248037.35	248037.36	1806826
5335	2882931	4	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		17.0	1:Not ye	3:Female	288293104	4	684379.8	637383.4	1321763.2	5205	DOMPU	962863.23	2:Rural	96:SAME	3:Childr	2882931	4	5:Senior	7.0	1:Yes	1:Yes	1:Yes	18836	3	5	5			6:Still			2:Very s	3.0	3:More t	2:Somewh	0.0	2:Somewh	68833.469	190624.43	259457.9	249193.52	1062305.3
5336	2883000	4	3:New	3:Attend	3:No	3:No	1:Yes	3:No	1:Yes	1:Yes	3:No		16.0	1:Not ye	3:Female	288300004	3	1396965.3	305804.23	1702769.5	5205	DOMPU	1301975.6	2:Rural	96:SAME	3:Childr	2883000	4	5:Senior	6.0	1:Yes	1:Yes	1:Yes	18839	3	30	5			6:Still			2:Very s	3.0	1:Less a	1:Very h	3.0	1:Much b	50103.773	168805.29	218909.06	214216.76	1483860.4
5337	2884100	7	3:New	4:Housek	3:No	3:No	3:No	3:No	3:No	1:Yes	3:No		19.0	2:Marrie	3:Female	288410007	6	240319.55	123486.66	363806.22	5205	DOMPU	363806.23	2:Rural	96:SAME	3:Childr	2884100	7	5:Senior	7.0	3:No	1:Yes	1:Yes	18846	3	10	5	6.0	36.3			2014.0	3:Somewh	3.0	2:Adequa	1:Very h	0.0	2:Somewh	27138.604	221124.36	248262.96	227959.76	115543.26
5338	2890241	7	3:New	1:Workin				1:Yes	3:No	1:Yes	3:No		20.0	2:Marrie	3:Female	289024107	6	401790.91	1082255.7	1484046.6	5205	DOMPU	1323818.6	2:Rural	11:Move	9:Brothe	2890241		74:Islam	7.0	3:No	1:Yes	1:Yes	18861	3	15	74	3.0				2013.0	4:Not ve	2.0	2:Adequa	3:Somewh	2.0	3:About	297667.39	236814.2	534481.59	534481.59	949565.06
5339	2891100	3	1:Panel	4:Housek	3:No	1:Yes		3:No	3:No	1:Yes	3:No		23.0	2:Marrie	3:Female	289110003	8	100234.9	253817.51	354052.41	5205	DOMPU	328512.71	2:Rural	11:Move	3:Childr	2891100	3	74:Islam	6.0	3:No	3:No		18897	3	30	74			3:No	M	2008.0	3:Somewh	2.0	1:Less a	3:Somewh	3.0	4:Somewh	45434.037	214085.9	259519.94	259519.94	94532.471
5340	2891300	5	3:New	1:Workin				1:Yes	3:No	3:No	1:Yes		18.0	1:Not ye	1:Male	289130005	4	99621.611	204451.97	304073.58	5205	DOMPU	298024.69	2:Rural	11:Move	3:Childr	2891300	5	73:Islam	6.0	3:No	3:No		18902	2	4	12	6.0	34			2013.0	2:Very s	2.0	2:Adequa	2:Somewh	0.0	1:Much b	74868.03	146634.17	221502.2	221502.2	82571.378
5341	2891300	6	3:New	3:Attend	1:Yes			1:Yes	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	289130006	4	99621.611	204451.97	304073.58	5205	DOMPU	298024.69	2:Rural	11:Move	3:Childr	2891300	6	73:Islam	6.0	1:Yes	1:Yes	1:Yes	18904	2	12	73			6:Still			2:Very s	3.0	2:Adequa	1:Very h	0.0	2:Somewh	74868.03	146634.17	221502.2	221502.2	82571.378
5342	2891431	3	3:New	1:Workin				1:Yes	3:No	1:Yes	3:No		19.0	2:Marrie	3:Female	289143103	11	157350.18	389205.38	546555.56	5205	DOMPU	508307.12	2:Rural	11:Move	3:Childr	2891431	3	73:Islam	7.0	3:No	3:No		18906	2	15	73			3:No	M	2011.0	2:Very s	3.0	2:Adequa	2:Somewh	0.0	3:About	58927.605	233776.78	292704.39	291866.48	253851.17
5343	2891431	4	3:New	4:Housek	3:No	1:Yes		3:No	3:No	1:Yes	3:No		15.0	2:Marrie	3:Female	289143104	11	157350.18	389205.38	546555.56	5205	DOMPU	508307.12	2:Rural	11:Move	3:Childr	2891431	4	73:Islam	7.0	3:No	1:Yes	1:Yes	18908	2	12	73			3:No	M	2014.0	5:Not at	2.0	2:Adequa	1:Very h	0.0	1:Much b	58927.605	233776.78	292704.39	291866.48	253851.17
5344	2891431	9	3:New	1:Workin				1:Yes	3:No	3:No	3:No		20.0	2:Marrie	1:Male	289143109	11	157350.18	389205.38	546555.56	5205	DOMPU	508307.12	2:Rural	11:Move	5:Sons/d	2891431		2:Elemen	9.0	3:No	3:No		18909	1	2	2			3:No	C	2006.0	2:Very s	6:Riches	2:Adequa	2:Somewh	2.0	2:Somewh	58927.605	233776.78	292704.39	291866.48	253851.17
5345	2891431	10	3:New	1:Workin				1:Yes	3:No	3:No	3:No		18.0	2:Marrie	1:Male	289143110	11	157350.18	389205.38	546555.56	5205	DOMPU	508307.12	2:Rural	11:Move	5:Sons/d	2891431		73:Islam	6.0	3:No	3:No		18911	2	30	73	4.0				2010.0	2:Very s	3.0	2:Adequa	1:Very h	2.0	2:Somewh	58927.605	233776.78	292704.39	291866.48	253851.17
