text,title,publish info,link,author,journal/year,publisher,version,citation,journal,year_publish
"[BUKU][B] Young people (not) in the labour market in rich countries during the Great RecessionY Chzhen, D Richardson - 2014 - academia.edu… To delve into what drives variations in the NEET rate and, in particular, whether increasing
participation … Young people may be economically inactive while in full-time education, but it is
those who are not in employment, education or training (the so called NEETs) who are … 
  Dirujuk 17 kali Artikel terkait 9 versi  ",[BUKU][B] Young people (not) in the labour market in rich countries during the Great Recession,"Y Chzhen, D Richardson - 2014 - academia.edu",https://www.academia.edu/download/38116972/12_BP_Kat_Dom_NEET.pdf,"Y Chzhen, D Richardson ",2014, academia.edu,9,17,,2014
"[BUKU][B] Education, work and social change: Young people and marginalization in post-industrial BritainR Simmons, R Thompson, L Russell - 2014 - books.google.com… Popular images of NEET young people often evoke pejorative stereo- types of 'hoodies' and
'pramface girls' destined for a life on benefits … The project, An Ethnographic Study of the
Experiences of NEET Young People, was conducted between August 2010 and June 2013 … 
  Dirujuk 36 kali Artikel terkait 7 versi  ","[BUKU][B] Education, work and social change: Young people and marginalization in post-industrial Britain","R Simmons, R Thompson, L Russell - 2014 - books.google.com",https://books.google.com/books?hl=id&lr=&id=3yZvBAAAQBAJ&oi=fnd&pg=PP1&dq=neet+young+people+neet+OR+young&ots=91TgBZjdtE&sig=JWH24oNwDaB3JUrhd9AxMlwSMRQ,"R Simmons, R Thompson, L Russell ",2014, books.google.com,7,36,,2014
"NEET–nowa kategoria młodzieży zagrożonej wykluczeniem społecznym.B Serafin-Juszczak - Acta Universitatis Lodziensis. Folia Sociologica, 2014 - ceeol.com… Nowym rozwiązaniem me- todologicznym może być stopa NEET, ukazująca precyzyjniej
skomplikowaną sytuację młodych roczników zagrożonych wykluczeniem z rynku pracy i
szerzej wykluczeniem społecznym (NEETs ‒ Young… 2012: 23‒24) … 
  Dirujuk 26 kali Artikel terkait 5 versi  ",NEET–nowa kategoria młodzieży zagrożonej wykluczeniem społecznym.,"B Serafin-Juszczak - Acta Universitatis Lodziensis. Folia Sociologica, 2014 - ceeol.com",https://www.ceeol.com/search/article-detail?id=285166,B Serafin,Juszczak ," Acta Universitatis Lodziensis. Folia Sociologica, 2014 ",5,26,,2014
"[BUKU][B] Young adult carers and employmentJ Sempik, S Becker - 2014 - carers.org… or NEET showed that, on average, they provided a 'very high' level of care2 … However, they are
especially difficult for young people who spend much of their time caring for others … Much has
been written about the difficulties facing younger carers (that is, those under 18) (Aldridge … 
  Dirujuk 7 kali Artikel terkait 11 versi  Versi HTML ",[BUKU][B] Young adult carers and employment,"J Sempik, S Becker - 2014 - carers.org",https://carers.org/sites/default/files/young_adult_carers_and_employmentlo_final_2_0.pdf,"J Sempik, S Becker ",2014, carers.org,11,7,,2014
"[BUKU][B] Labour market transitions of young women and men in EgyptG Barsoum, M Ramadan, M Mostafa - 2014 - researchgate.net… The second relates to the poor quality of jobs held by young men and women … Despite increasing
educational attainment, young people in Egypt are underutilized: unemployment affects
one-sixth of the … in Egypt are neither in education nor in employment or training (NEET youth … 
  Dirujuk 41 kali Artikel terkait 5 versi  Versi HTML ",[BUKU][B] Labour market transitions of young women and men in Egypt,"G Barsoum, M Ramadan, M Mostafa - 2014 - researchgate.net",https://www.researchgate.net/profile/Ghada_Barsoum/publication/265602967_Labour_market_transitions_of_young_women_and_men_in_Egypt/links/543fa6c30cf27832ae8bd8c9.pdf,"G Barsoum, M Ramadan, M Mostafa ",2014, researchgate.net,5,41,,2014
"The networked young citizen: social media, political participation and civic engagementBD Loader, A Vromen, MA Xenos - 2014 - Taylor & Francis… In August 2013 approximately one quarter of young European citizens were unemployed (Eurostat …
providing figures for those 'not in employment, education or training' (NEETs) is still … This situation
is not uniform across Member States with NEET figures being significantly higher … 
  Dirujuk 307 kali Artikel terkait 5 versi  ","The networked young citizen: social media, political participation and civic engagement","BD Loader, A Vromen, MA Xenos - 2014 - Taylor & Francis",https://www.tandfonline.com/doi/full/10.1080/1369118x.2013.871571,"BD Loader, A Vromen, MA Xenos ",2014, Taylor & Francis,5,307,,2014
"[PDF][PDF] Use of Social Microblogging to Motivate Young People (NEETs) to Participate In Distance Education Through www. eBig3. euD Ratniece - 2014 - academia.edu… i) numbers of discouraged youth, in other words, young people, who are neither in education
nor in employment or training (NEETs) are increasing, (ii) unemployment among university
graduates of tertiary education in general are rising and (iii) potential NEET group students … 
  Dirujuk 1 kali Artikel terkait 5 versi  Versi HTML ",[PDF][PDF] Use of Social Microblogging to Motivate Young People (NEETs) to Participate In Distance Education Through www. eBig3. eu,D Ratniece - 2014 - academia.edu,http://www.academia.edu/download/39577000/data_analytics_2014_1_20_60059_1.pdf,D Ratniece ,2014, academia.edu,5,1,,2014
"[BUKU][B] Out of Sight: How we lost track of thousands of NEETS, and how we can transform their prospectsR Brooks - 2014 - voced.edu.au… in the UK are NEET (not in education, employment or training) at the age of 18. Furthermore that
the quality of local data on these young people has led to a systematic understatement of the
true scale of the problem. This situation results in many 'missing NEETs' not getting the … 
  Dirujuk 5 kali Artikel terkait  Cache ","[BUKU][B] Out of Sight: How we lost track of thousands of NEETS, and how we can transform their prospects",R Brooks - 2014 - voced.edu.au,https://www.voced.edu.au/content/ngv:67145,R Brooks ,2014, voced.edu.au,1,5,,2014
"[PDF][PDF] A Black Paper on NEETs and ApprenticeshipM SLOMAN - 2014 - trainingjournal.com… These showed that 955,000 young people aged 16 to 24 were not in education, employment
or training (13.3 per cent … 10 A Black Paper on NEETs and Apprenticeships … the proportion of 16-
to 18-year-olds participating in full-time education, a persistent minority remains NEET … 
  Dirujuk 4 kali Artikel terkait  Versi HTML ",[PDF][PDF] A Black Paper on NEETs and Apprenticeship,M SLOMAN - 2014 - trainingjournal.com,https://www.trainingjournal.com/system/files/protected/whitepaper/Black%20paper%20NEETS%20and%20apprenticeships%20copyedited.pdf,M SLOMAN ,2014, trainingjournal.com,1,4,,2014
"[BUKU][B] Improving access to further and higher education for young people in public care: European policy and practiceS Jackson, C Cameron - 2014 - books.google.com… 1 The five projects in the EU Seventh Framework Programme on Youth and Social Inclusion were:
YiPPEE: 'Young people from a … homeless populations: A comparative investigation of homeless
paths among local white, local ethnic groups and migrant young men and women … 
  Dirujuk 59 kali Artikel terkait 2 versi  ",[BUKU][B] Improving access to further and higher education for young people in public care: European policy and practice,"S Jackson, C Cameron - 2014 - books.google.com",https://books.google.com/books?hl=id&lr=&id=SDmkAwAAQBAJ&oi=fnd&pg=PP2&dq=neet+young+people+neet+OR+young&ots=Fn31Z5KktN&sig=fYsPKntjouRE3cEef_jF7HIlIGU,"S Jackson, C Cameron ",2014, books.google.com,2,59,,2014
"[PDF][PDF] Estimating the long-term social benefits of a programme aiming to re-engage NEETs in educationV Nafilyan, S Speckesser - 2014 - sheffield.ac.uk… aiming to re-engage NEETs in education ∗ … marked differences between participants and
non-participants, indicating a very narrow targeting to very low skilled people … for crime reducing
effect of education, since the population targeted by the YC (young, NEET) has potentially … 
  Dirujuk 2 kali Artikel terkait 2 versi  Versi HTML ",[PDF][PDF] Estimating the long-term social benefits of a programme aiming to re-engage NEETs in education,"V Nafilyan, S Speckesser - 2014 - sheffield.ac.uk",https://www.sheffield.ac.uk/polopoly_fs/1.679096!/file/2014_B1_2_Nafilyan.pdf,"V Nafilyan, S Speckesser ",2014, sheffield.ac.uk,2,2,,2014
"[BUKU][B] Vocational education and training and the Great Recession: supporting young people in a time of crisisJ Heyes - 2014 - etui.org… NEET rates were greater in 2012 than in 2007 in every EU member state, with … The social and
economic costs of young people's detachment from the labour market are considerable. According
to estimates provided by Eurofound, the total weekly cost of NEETs to the economies … 
  Dirujuk 13 kali Artikel terkait 5 versi  Versi HTML ",[BUKU][B] Vocational education and training and the Great Recession: supporting young people in a time of crisis,J Heyes - 2014 - etui.org,https://www.etui.org/content/download/15119/121372/file/14+R+131+VET+Great+Recession+young+people+Web+version.pdf,J Heyes ,2014, etui.org,5,13,,2014
"Labour market transitions of young women and men in Asia and the PacificS Elder - 2014 - digitalcommons.ilr.cornell.edu… Also, the share of youth informally employed is considerably lower among young people who
have … of the youth population neither in employment nor in education or training (NEETs) in relation …
NEET rates are high in Bangladesh and Samoa (41.0 and 43.5 per cent, respectively … 
  Dirujuk 53 kali Artikel terkait 18 versi  Versi HTML ",Labour market transitions of young women and men in Asia and the Pacific,S Elder - 2014 - digitalcommons.ilr.cornell.edu,https://digitalcommons.ilr.cornell.edu/intl/390/,S Elder ,2014, digitalcommons.ilr.cornell.edu,18,53,,2014
"The Determinants of Health for Children and Young People in the South Island (2014)J Simpson, A Reddington, E Craig, A Wicken… - 2014 - ourarchive.otago.ac.nz… Seasonally adjusted quarterly NEET rates in young people aged 15–24 years, New
Zealand March 2004–June 2014 ..... 75 … Figure 49. NEET rates in young people aged
15–24 years by regional council, South Island regions vs … 
  Dirujuk 13 kali Artikel terkait 2 versi  Versi HTML ",The Determinants of Health for Children and Young People in the South Island (2014),"J Simpson, A Reddington, E Craig, A Wicken… - 2014 - ourarchive.otago.ac.nz",https://ourarchive.otago.ac.nz/handle/10523/6414,"J Simpson, A Reddington, E Craig, A Wicken… ",2014, ourarchive.otago.ac.nz,2,13,,2014
"[BUKU][B] Labour market transitions of young women and men in JordanV Barcucci, N Mryyan - 2014 - ilo.ch… community can provide the effective assistance needed to help young women and men make
a … If we can get this right, it will positively affect young people's professional and personal … 3.7 Youth
unemployment (relaxed definition), labour underutilization and NEET rates by sex … 
  Dirujuk 29 kali Artikel terkait 5 versi  Versi HTML ",[BUKU][B] Labour market transitions of young women and men in Jordan,"V Barcucci, N Mryyan - 2014 - ilo.ch",http://ilo.ch/wcmsp5/groups/public/---dgreports/---dcomm/documents/publication/wcms_245876.pdf,"V Barcucci, N Mryyan ",2014, ilo.ch,5,29,,2014
"Social Inclusion through VET–New Opportunities for NEETs​T Meuronen, J Moon, A Patecka - 2014 - voced.edu.au… These challenges include higher unemployment especially among the young, an increasing
portion of young people in Europe finding themselves in a NEET situation (not in … training in Europe,
the role of VET in promoting the social inclusion of NEETs and social … 
  Dirujuk 2 kali Artikel terkait  Cache ",Social Inclusion through VET–New Opportunities for NEETs​,"T Meuronen, J Moon, A Patecka - 2014 - voced.edu.au",https://www.voced.edu.au/content/ngv:74102,"T Meuronen, J Moon, A Patecka ",2014, voced.edu.au,1,2,,2014
"Framing education and learning in youth justice in England and Wales: some outcomes for young offender interventionV Knight - 2014 - dora.dmu.ac.uk… However, despite its efforts nearly a third remained NEET after the programme of intervention.
Interrogation of the young people's responses to the programme identifies some important tensions
that could help to distinguish where the limitations of such intervention work could … 
  Dirujuk 3 kali Artikel terkait 5 versi  Versi HTML ",Framing education and learning in youth justice in England and Wales: some outcomes for young offender intervention,V Knight - 2014 - dora.dmu.ac.uk,https://dora.dmu.ac.uk/handle/2086/9889,V Knight ,2014, dora.dmu.ac.uk,5,3,,2014
